label,name,code
0,HOLLOWAY CORNER,GCXTQN
49,Rose Hill Cache,GC3H199
11,The Little Bambino,GC44R4R
1,Memories of Camping,GC5GQWG
49,NUTS TO YOU,GC55CCW
0,Mountain Region Challenge – Rose Hill,GC41DHD
49,HOG BRANCH CREEK,GC263PJ
0,A Presidential Challenge - Sumter National Forest,GC1X3KC
0,SO YOU THINK YOU CAN DRIVE,GC2QGBT
49,2017 Total Eclipse Challenge - SNF,GC1X1X4
0,BILLY'S FIELD,GC35EFG
45,Confederate States Challenge - SNF,GC5DFB
0,RED,GC8FAC9
42,Dinosaur Train SC Geocache: Triceratops,GC59J8E
40,CHRISTIE'S CACHE,GC2WFXZ
0,MPAG 043,GC84TNE
2,"SUMTER,COUNTY",GC57R90
0,Dinosaur Train SC Geocache: Tyrannosaurus,GC6DKJ9
11,SPEEGLE CACHE,GC44R3G
1,3/3 or More Challenge - Sumter National Forest,GC41KG1
45,Jan's Cache,GC21B7M
0,2x2x2x2x2x2x2x2x2 Challenge - SNF,GC7V32Y
49,EASY,GC5JHFA
16,Ware Shoals Ticket Oak,GCC12B
28,Mom's Cache,GC2MVG7
42,"I AM ""GROOT""",GC3Z439
28,CAN YOU SEE THE FLAG,GC6EGPD
49,Rock Art,GC55VFF
40,GREATDAY,GC86G1K
0,Camouflaged Medic 5,GC5ZAB1
2,Plains Depot & Park,GC1BAM7
40,Indian Springs (Mt. Bethel Artesian Springs)ECache,GC2WETK
11,ANTIOCH,GC44JT4
0,GEM of a cache,GC22W9Y
11,Windsor,GC42TM6
0,Harrowdown Hill,GC95PGX
49,Presidential Way,GC4T2V2
49,TreasureHunters5: Weird SC: Skull Roof,GC5H1TE
40,CAN'T BELIEVE IT,GC7HKY0
0,Breakaway,GC7JJYN
43,Answered Prayers,GC87YWH
0,Superstore #2,GC3WQFP
1,"Pioneer Farm - Andersonville, GA",GC2MY41
42,UPAG #6,GC7VPWD
2,Forest Of The Flint,GC7ZHH1
46,UPAG #48,GC55XQP
49,Welcome to Whitewater Creek Park,GC202RN
2,Th' Plumber,GC23FZ4
40,Jets Cache,GC7NPVN
46,Golden Nugget MEGA,GC86G1G
45,Corinth Church,GC23CEH
40,Gold Rush,GC2NRCG
0,Lone Eagle,GC971BG
0,UPAG #142,GC5GD64
11,Rest Stop ~ A SECURE TB HOTEL,GC42EZ3
42,UPAG #187,GC7HJWQ
1,We Serve,GC3KFMH
16,Golden Nugget #2,GC3B18
11,Welcome to Unadilla,GC42MNV
0,Corner Store Cache,GC97430
0,A Little Mud on our Tires,GC7E7Z1
40,Small Cache For A Large Parking Lot,GC7NPW1
49,Pineview Caboose,GC55MB0
2,Burgers and Fuel,GC3MFTQ
2,Rest Stop ~ HIDDEN FROM VIEW,GC46QMH
28,Texting and Driving,GC59J92
11,Hawkinsville Chamber of Commerce Cache,GC4245X
40,Negative Four,GC6XGPD
2,Chillin with Happy Feet,GC7KTC7
11,Chicken Little,GC48AJM
40,The Woolfolk Cache,GC89W75
42,Blythwood,GC3KHCM
49,Back in Time,GC1XA6Z
0,Hear Me Roar!,GC2V112
46,Sign of the Times,GC8C9Y3
1,Puzzle at Cedar Falls Park,GC8YCR4
0,Oak Ridge Boys,GC470MH
49,Micro at Cedar Falls Park,GC52C7R
40,Under The Boardwalk,GC202R7
1,J.P.Stevens,GC5QV6Q
28,SW7 Little Ocmulgee State Park,GC4EQV5
47,Waterfall series #2,GC7ENX6
1,Billy Goat Gruff,GC8XQ0E
2,Kids' Puzzle at Cedar Falls Park,GC7D3MY
0,Squirrel Kingdom,GC4Y9ZJ
28,Vista at Cedar Falls Park,GC4VTR6
2,The Golfer's Gate,GC277XV
2,Four Corners of SC: #1,GC707G3
0,Hit the Beach!,GC4PTCW
40,Angry Birds,GC7BW9X
28,Jaybird Springs,GC4JWGE
2,"Number nine, Number nine... a challenge.",GC55QZJ
46,Explore Hwy 341-McRae,GC7XRTH
0,Fractals,GC3JQP8
2,McRae Manor Nursing Home,GC58M51
49,The Clock Struck One...,GC4RF73
0,Tiger Creek Too - It's Grrrrrrrr-reat!!!,GC8XB13
40,Carolina Wrens - Adventure Lab Bonus!,GC1TAR0
0,RAINY DAZE,GC92JBB
1,"Points of interest Anderson Adventure ""Bonus""",GC31A6M
49,Veterans Highway Memorial,GC586WF
11,Adventure Lab Bonus-Cater's Lake,GC47YF6
28,On the Square,GC7F95T
40,Running off-leash,GC87NBW
11,Welcome to Mt. Vernon,GC44H1F
11,Presidential Reconstruction,GC5JW17
0,Grounded,GC7TKPD
1,Park with a view,GC955QJ
42,Alston's Park & Grab,GC1N3N5
0,Midway By the Church,GC4YWRA
11,Santa 247365,GC46TYQ
40,Please Hold The Bread,GC4K32W
42,"Last Stop, Alston",GC37575
49,Twin Chimneys Redux,GC6MNAK
49,Community Chance,GC44GD0
40,the lone pole,GC3K5ZJ
11,Clark's Bluff Cache,GC42TMT
40,Ohms,GC2CY2W
47,Strike Zone,GC6RTDZ
49,Aloha Moma,GC4G468
11,Old Collins Gymnasium,GC7AXDW
1,Collecting Dust,GC6WHTT
49,Bellville,GC282GM
0,Fair for Sure . . . Loretta Wood,GC6JKVP
0,Don't Get Poked,GC47PB4
47,Hanging out at Rocky River Nature Park,GCWHHF
0,SW5 Jack Hill State Park,GC101RA
1,Pinebreeze farm,GC95KXR
42,A Welcome to Caching,GC7QHV1
16,Rocky River Nature Park,GC73F5
49,Metter Church Cache,GC99F9R
40,Lucky Symbol,GC38P3J
2,A pretty veiw,GC6QH23
1,A Big Hairy Situation,GC91WXZ
42,Miss Daisy's Caboose,GC744YA
2,The End is Near,GC3KXBR
11,Bulloch County's Haunted Night Wherigo,GC4KJ8T
2,Pinocchio,GC3B75P
11,Pointy objects,GC49DAC
1,Center of Honea Path,GC5QQ6X
40,Tiny wasteland,GC4TK1V
0,End Of The Line,GC6WN2F
40,Forgotten Classroom,GC4JKE4
28,The Mineral Springs,GC42BNC
46,Blue Springs EarthCache,GC5JB8B
49,Birds the Word,GC5J87V
42,Stuck in the middle of Pike and Barbour,GC3ECPK
0,Bark! Bark!,GC3VXN0
10,Joe Random,GC24P0D
10,Out Of Whack!,GC54R7R
47,Lakewood Drive Neighborhood,GC4JYZ9
10,Danger-ish,GC540D8
10,"Eufaula, Tram*Law",GC8QQ41
10,Under the Stars,GC516R6
10,Nacho Cache!,GC540DH
10,Bird's Eye View,GC8QQ4C
0,Cool Creek Cache,GC7FPPP
10,It will surely bring you luck,GC51F9C
40,Keep Me Posted,GC41714
49,Motorway Hoarding,GC40J6W
40,PL4 George T. Bagby State Park,GC45DR0
10,UPAG #135,GC550E1
0,Nutty By Nature,GC4M1WA
47,E-W Pkwy 1,GC4JM4B
1,Bray-Bennett,GC33VW4
10,Carefully Monitored,GC540DY
49,Barbour County Humane Society,GC5K2Z6
40,Now you should Toadally understand!,GC4J134
10,Eufaula Falls,GC5H4BQ
36,Hartwell Outlooks,GC4HZQA
40,Old crossings,GC4MYZK
10,Just Hanging Out,GC56ZFY
47,Gone But Not Overlooked,GC5KEND
1,Quandary,GC4JYXN
36,(Starting Over) No Bluffing Allowed,GC4HPQF
10,Historic District,GC56ZGT
1,HOTJAM1,GC4P7TV
1,Collect Call Incoming,GC4MYY9
10,Courthouse Cache #10 (Henry County),GC579CX
40,Cleveland in Hartwell,GC23AFR
1,Headquarters!,GC4X06C
42,Knotty but Nice,GCN0TQ
10,The Founding of Fort Gaines,GC69QQT
10,Gazebo Park,GC68VPR
36,Welcome to Cuthbert,GC4M43Z
1,All Purpose Trail,GC5DQEW
40,The Red Geocache,GC2K4EE
1,EBNE!!!  A TB Hotel,GC5F6T6
0,Good Ole Shellman,GC221GX
28,Night Terrors,GC23AFE
49,E-Cache-O Lodge,GC42JWF
36,My Summer House,GC2V8CM
40,Hoggly Woggly,GC44P11
1,WANTED: The Robber Rats,GC5H3EJ
36,Old Herod Town,GC7KR1P
28,Down the Road,GC3653J
1,Sasser,GC5G8MR
36,Lake Monster Cache,GC4K97W
0,Lynn & Jerilyn Morgan,GC80TV8
40,GILLYS ISLAND,GC4FF1Y
40,The  reMARKable cache,GC4FF1P
40,QUACK ATTACK,GC2PCDC
40,It Takes A Village,GC2BCYH
49,Cactus Island,GC2T3QE
11,Guiding the Planes,GC5DJG5
1,"""Primary"" Sources",GC38RTR
45,Battle of Echowanochaway,GCN0TK
40,King of the Hill,GC5GT56
0,Northwest Passage,GC308
1,Parasite II,GC3KERM
40,Larce Indian Town,GC10CZ6
49,My favorite sandwich,GCNJ6E
0,Indian Blankets,GCT8P0
0,Fore!,GC36AXR
0,A New York State Of Mind,GC7FPPH
40,Shell Game,GC6D0HE
28,TFTC!,GC47HDY
0,B.C.C. -  Holding Up,GC3HQMN
1,Traversing the Muckalee,GC3MAPX
36,SKYHAWK,GC40CPP
46,Crossing the Muckalee,GC8MPNV
40,Watch out for the Cats!,GC813PJ
0,History Tour And A Little Bit More,GC94JYR
2,Zoned Out!,GC82ECY
0,Grey Moss Monument,GC6TE9F
26,Culvert,GC349EE
36,Regional,GC3Z3BX
1,TAKING COVER,GC5D2T4
0,Stop And Shop,GC8TDDE
10,I see you,GC40N9Z
2,A Sneaky Seek on the Creek,GC3AWPX
10,Parkertown,GC40N8F
0,Warwick Treasures,GC2B3G0
1,Wally's Worlds,GC4M2CG
49,SpringCreekGeo,GC3P577
42,No man is an island,GC3FVG8
0,Going to the Zoo in Chehaw 2,GC2K0CG
10,Big Bamboo,GC7JHZV
1,Here’s Looking at You in Chehaw,GC3QD0G
1,Peppermint Wind,GC391CC
10,Take me to your leader (Night-time cache),GC7JJ5F
1,A Cashe With a View,GC5107F
10,Chehaw TB Hotel,GC7JJ3V
1,It's a dogs life,GC34BQ2
10,A Batty Gadget Cache at Chehaw,GC5NB61
10,Sometimes You Just Need a Smiley,GC7JHZJ
10,Spectator in Chehaw,GC7JF5B
42,Bottoms Up,GC4CH4Q
10,Puzzle Cache for Dummies,GC7JF57
10,Merica #1,GC7JHZC
10,Fort Early,GC5NB77
1,Headquarters,GC375QD
10,Roosting in Chehaw,GC7JF59
10,washout,GC7HV4B
10,Still Standing in Chehaw,GC7JF66
10,Ravenel Falls/Welcome Home II,GC7HV6V
10,Chehaw has Honey…. Bees,GC7HRFD
10,CITO,GC7JF4R
10,Chehaw Boat Dock,GCH48V
10,field of dreams,GC56TQH
10,The Heimlich Maneuver,GCH48Q
10,The Missing Link Recycled,GC56TQW
10,Bird Watching at Lake Chehaw,GC56QK3
36,No-Faced Totempole ll,GC6DNY5
10,This is OUR wall.,GC7JJ7A
10,Duck Duck Island,GC7HV77
10,Hanging around on the Kinchafoonee Creek (7),GC7JJ79
10,Freedom Weekend Aloft,GC7JF54
10,Hanging around on the Kinchafoonee Creek (10),GC7JF4X
40,Hotter or Colder?,GC2T04H
10,Hanging around on the Kinchafoonee Creek (9),GC7JF51
10,Ashley Dearing Park Cache,GC7JF4Y
1,Sutton’s Landing – Remembering a Fallen Local Hero,GC3VY77
10,Learn Along The Way,GC1DBX3
10,OpryStar's Idea,GC56KB0
10,5 Clemson Web Cams,GC7JJ7D
10,Hanging around on the Kinchafoonee Creek (8),GC14WB9
10,Essie Mae Bridge,GC56TP9
0,Hanging around on the Kinchafoonee Creek (2),GC838PR
10,There's Too Much Tension,GC6BA85
10,Hanging around on the Kinchafoonee Creek (1),GC56TNH
10,You Shop I Cache,GC1DBXR
10,Hanging around on the Kinchafoonee Creek (3),GC7HVNV
10,A road less traveled: Where the blacktop ends,GC7JJ7G
10,Hanging around on the Kinchafoonee Creek (6),GC135AZ
10,Saaaaaay TIGERCHEESE!!!,GC7JJ71
10,Hanging around on the Kinchafoonee Creek (5),GC56KC5
10,A road less traveled: Once upon a beach,GC397QY
10,DRT - Harvey,GC7JJ6R
10,CacheCrateGift,GC7HVNQ
0,DRT - Larsen,GCH48C
10,Death Valley,GC7JJ6M
49,There's a wal there,GC22DA9
10,Hanover House Cache,GC56KBW
4,"Hardee, Har, Har.......not",GC4P0HT
10,Legend and Lore,GC7HVNX
10,Don't Strike Out!,GC7JJ7J
10,Rocky Ford,GC5NFBT
40,Rest Stop ~ FLAT,GC4NNAN
36,A River Runs Through It,GC4HJ8V
10,New Hope,GC5NFNB
1,A road less traveled: View to a Sunset,GC4JAMA
10,Peanut Monument,GC135BC
10,Rockys Island,GC56KBR
10,Rest Stop ~ BLOWING HOT AIR,GC7HVNY
40,Centennial Oak,GC239BE
10,RIP Hamilton,GC56ERC
10,Southern Pine Beetles 1 - Nature Trail 0,GC56KBM
10,OUMC PG,GC7JJ5P
36,Harbor Light South,GC4KPHZ
45,The Old Church,GC3B8ZK
10,Gwen Heusel Nature trail,GC135BT
1,World Record Largemouth Bass,GC3Y8PH
10,Clemson Rowing,GC2EK3T
45,Desolc Daor,GC3A6QF
10,They are watching,GC7JJ5J
1,Big Horse Cache,GC4J75Z
10,I-85 Travel Bug Bed and Breakfast,GC56EQQ
10,I'm Hungry,GC7JJ5W
10,"Clay, stone, trees",GC5NFHJ
1,Harper Cemetery Spook,GC3MR77
1,Lakes Region Challenge – Lake Hartwell State Park,GC3MR7Z
10,Just Hanging Around,GC2EK3B
36,Destination LP,GC4HJ7Z
1,Churches and Peanuts,GC3MR7P
10,Wildvortex and Neeee's hideaway,GC2EK2K
2,Try Not To Yawn,GC1PKXN
40,South Carolina's Blue Granite Earthcache,GC4WP37
10,Zap It!,GC56KC2
0,This Cache Rocks!,GC93N22
10,Nails Ferry,GC7JJ60
47,On Top,GC4D798
1,Tree City,GC3RE1V
1,Kokomo's Cache,GC3MR6B
40,Southside,GC4WEFW
2,It's All Your Fault,GC3PVP1
10,Lights Out,GC5NFEF
0,Happy Leap Year 2016!,GC315CW
46,Backstage Pass,GC35Z4B
49,Life's a Hoot!,GC3TWQE
36,Change the World,GC4K325
1,Lucky Egg Bait,GC3QZYY
10,Explore Hwy 341- Hazlehurst,GC5NB7T
49,If a woodchuck could chuck wood,GC3BQKR
10,Where Harry Lived,GCN0AD
42,Dose of Living History - Old Stone Church,GCN0AQ
40,Ma and Pa Kettle,GC316QG
10,Nice and Easy,GC81F8W
49,6 Miles from Nowhere DRT#1,GC97XCR
10,The Guardian,GC81FDD
10,Backer Patch Cache DRT #6,GC56WPJ
42,Lakeview Welcome at the Welcome Center,GCY9CJ
40, Back to Brentwood !!,GCQGNF
10,Water Way,GC12EVW
26,Not Enough Easter Egg Hunts?,GC3RDE7
7,Almost Island,GC160W4
1,Pit Stop,GC3VGG2
0,Fort Rutledge,GC2RJQJ
1,where the pavement meets dirt,GC69X2W
36,STICKy Situation,GC4HEH9
26,Swampland,GC3N7KH
10,Cleveland Family Memories,GC56WBA
36,Cup Post Road DRT #5,GC7T10C
0,The Fort Rutledge Final Cache,GCN0BG
46,By the river and through the woods,GC7K9YV
42,Sublevation,GCN0C5
40,Holmesville,GC7K8RW
2,Party Island North,GC2R3C6
49,E Z Guardrail Cache !!,GC31MB8
10,Your going to the Pit!,GC8YYG3
36,Ernest T. ...Not Bass! Tyre! DRT #4,GC4HEGN
49,Just A Lonely Tree,GC2K0CC
46,GUARDING LAKE GRACE,GC7KEVX
10,Peaceful Retreat,GC55ZK5
7,When Pigs Fly and Land,GC65Q5Y
36,"Picky, Picky!",GC7T10K
36,Infested! DRT#13,GC5PKDJ
36,STUMPy's Island,GC3BKN6
1,Just Up the Road DRT#11,GC3VY5R
36,Lakeview Cache,GC5PKEG
0,KNEES !!!,GC7KEVB
0,Falcon's Landing,GCYAPP
40,Back to Lake Grace,GC2T3N8
36,Lakes Region Challenge – Sadlers Creek State Park,GC6NMWV
36,2 Honor My Grandma!,GC5PN74
8,Tulip-poplar (Liriodendron tulipifera),GC6NPTH
36,Swamp Or Swim,GC7T0FW
36,Bug Motel,GC5QPZT
36,Fishing for a Cache at Lake Grace DRT#8,GC3BMFW
36,Sadlers Creek Cache,GC8JH33
40,NUT among the fruit,GC6V1ZM
2,Mystery pine,GCT9KM
0,Plum Creek,GC4WMXG
0,Grady's Hole In One,GC2WXG8
49,The Old Overlook,GC2K0CA
36,PINEview Islands,GC84173
36,The Old Well,GC7X3PB
40,Chestnut (Castanea sp.),GC2P2CN
40,The little store that never was,GC2PFXC
36,Just Hanging Between I-85 & the Lake,GC8JH3W
36,Walthourville City Hall LC#13,GC4HEGK
49,Island of Fair Play,GC30QKH
0,MICRO IN THE WOODS-THE GOOD KIND,GC2PFWE
0,fishing hole 2,GC7JPZJ
36,Rainy Day Cache,GC2PXRG
28,Virginia pine (Pinus virginiana),GC2RM5N
36,Welcome to Hinesville with Juju and Mack,GC7T0GQ
40,Sandy Springs Triangle - Point A,GC7JK7C
49,Allenhurst Historic District LC#12,GC2R1JD
0,WC on the PCT - Go get a Platypus!,GC2XM6E
36,Devonta's Eagle,GC8JHQ5
42,Twin Isles,GC77V32
47,Paul Bunyan's Tooth Pick,GC2M8A4
8,The Beach Cache,GC4NVWJ
36,2 close,GC3Z3H9
46,F M Cole Civil War Cemetery,GC8783V
0,Paul Bunyan's Big Blue Bison,GC21YX6
36,Memorials,GC3ANYV
45,LIGHTNING OAK,GC22XDR
1,Island of Fair Play II,GC3NMJB
36,Paul Bunyan's Little Black Nano,GC7X4VG
16,Fallen Cache,GC7B8ZB
26,Paul Bunyan's Blue Baby Booties,GC1BZBT
42,White City Park Cache,GC77V2R
8,Washing House,GC58N9D
28,Solid As A Rock,GC5MG5X
26,The Space-A Travel Bug Hotel,GC4ZNXX
49,The Mystery of the Bermuda Triangle,GC1C8QK
8,The Roost,GC6CW9Y
36,The Camping Cache,GC35N2G
36,klitzeklein,GC4KZEE
8,Island of Fair Play III,GC6K47N
26,Big Bucket on the Block,GC24BRC
36,Easy Peasy #1,GC7T0H0
42,Gumbranch Baptist Church LC#11,GC446GH
49,Hard Rock Island,GC57W02
7,"Signs, Signs, Everywhere there's Signs",GC6GH9F
36,Huckle Buckle Berry,GC7T0GA
36,Defense of the Altamaha Bridge,GC30TN0
1,Deserted,GC7T109
1,Morgan lake,GC8YCVE
40,It's a Busy Place,GCP015
47,Micro Mania: Chili'n,GC2WXH6
0,Black walnut (Juglans nigra),GC45Y4D
26,the sunny side of the street,GC42BKP
11,SCB Series #1,GC4R50Y
28,AMMO CAN IN THE WOODS,GC2TWCZ
36,SCB Series #3,GC7RHKY
28,Learn Local History: Hinesville Skirmish,GC23T4E
28,SCB Series #5,GC2R6R4
1,NANO CHALLENGE NEAR THE BRIDGE,GC1ZCX2
1,DGS: Vampires Strike Back,GC5TR8W
1,Ghillie suits along the creek #1,GC5AYD5
26,5 Feet High,GC29JM7
0,Ghillie suits along the creek #2,GC3P27N
2,SCB Series #8,GC5B74Z
0,IN A RUT,GC2R6QV
28,"""Fishing Hole""",GC2R6FB
1,Ghillie suits along the creek #3,GC48BDY
49,Alternative Caching,GC5EKVZ
36,Small Park in Hinesville,GC3FC7N
36,Double Trouble!,GC4HZH6
26,Hinesville Downtown Walking Tour LC#16,GC3FM3H
16,"January 1, 2020",GC88YYG
42,Come Cache with us,GC6BNA2
7,Rock Bass,GC61QH5
42,Home of the Heros,GC68GP3
2,fishing hole 1,GC7G43Z
1,811,GC96JW4
49,Jeff Fished Here,GC24HV2
0,LIT Park Cache,GC2XTKX
36,Andersonville Island,GC7T0ZV
28,Fore on four……SCORE!,GC4KK1N
1,Tammy Fished Here,GC3384R
47,Ack Ack Ack Ack,GC2XTKZ
40,THE LOST PILL,GC3Q806
28,Learn Local History: Liberty Armory Site,GC2TY8V
0,Ouch! Stop poking me!,GC4VB0C
1,Micro Mania: Loud & Clear,GC6ZNH0
0,18 Mile Creek,GC5QG1B
2,Ghillie suits along the creek #5,GC22QGD
40,Happy Cache-ivsary to me!,GC5QRF2
40,Ghillie suits along the creek #6,GC2TKCQ
49,I spy something Green II,GC3F546
49,Ghillie suits along the creek #4,GC2NR47
0,I-85 P&G,GC41H0P
2,Toy Chest,GC227WV
40,Panther Creek Gorgeous Cache,GC4357P
1,Down by the river,GC4386W
1,T'oaken Cache,GC4APAG
36,Elizabeth’s Watery Way,GC4HZGD
0,A WEElcome Georgia Rest,GC7X1YJ
1,Park place,GC96NFB
26,LK10 Tugaloo State Park,GC4787Y
36,"Happy Birthday, Baby! #1",GC7T0GW
0,Georgia WEElcomes Travelers,GC4VB0B
49,Don't Lose Your Marbles LC#14,GC20T5V
0,Gob dum gob dang  Warlords and Scumbags!,GC8JR04
40,Reel treasure,GC92J1E
46,A Little Bit Louder Now,GC7KCCZ
0,Fast And Friendly !!,GC2YYW2
42,What Blue Blazes?,GC1C6Z1
42,The Prize Frog,GC7RY3D
28,Lavonia Park,GC3231A
0,Critters: Love Power #2,GC2X92M
0,Border Protection,GC2XMA9
0,Critters:  Love Old Cemeteries #1,GC2XMF2
46,Iron Cross of Honor,GC7XZDG
2,Flemington Presbyterian Church LC#8,GC7XX51
0,The Depot,GC7WRRR
0,Critters: Love Big Signs,GC2X04F
0,GQ (Gypsy Queen),GC7WRRN
0,Critters: Love Roads To Nowhere,GC8Q2DA
0,Governor Samuel Ernest Vandiver Jr.,GC4CMN4
40,When RICE was KING,GC4CMGD
0,Blue Switch Day 2020 - 20 Years!,GC7WRR9
0,slow moving,GC7WRRE
0,Tail of the Panther,GC7WRR5
0,"""Gone and Forgotten?????""",GC7X5F3
0,traditional,GC7WRR1
49,Bridge over Chock,GC7Y3QG
0,LA 1,GC94T3T
42,"""No More Power, Too""",GC452AV
36,B.C.C. - Do you really weigh that much?,GC4KHHP
42,1st and Goal,GC1CPAD
42,Soapstone Mountain,GC1CRW8
46,Courthouse Cache #3 (Dale County - Newton),GC861TD
0,Poplar Springs Scenic View,GC8YHXM
0,"Fresh, Condensed or Evaporated?",GC449GE
1,Southern Comfort,GC7RYP3
36,The Blockhouse,GC4BP2A
28,LOG IT !  II,GC4JDRP
0,Alpacas in Alabama,GC1BYGJ
42,P.F.D. – Mae West,GC1Z79A
43,Stuck in the Middle,GC86P36
42,Not So Hard,GC6WCN9
2,My Sweet Lord,GC1C5HC
1,LOG IT ! III,GC3DND4
1,Right on Q,GC3EHDW
1,Black Mountain,GC3BHDV
42,Beaver Pond Intrigue,GC1G1GW
28,Log It !,GC23FTM
49,Do Not Seek The Treasure,GC98Z3D
42,You Take the High Road,GC1TK02
0,Bridge over Troubled Waters,GC6HQQR
1,Gumlog Cove,GC3EHDD
26,Gateway to Fort Rucker,GC1AB79
28,Lake Russell Historic Decisions,GC5NYFQ
40,KBR11,GC59P08
26,Take the Hard Path,GC25KPA
49,Daleville's Nightlife,GC837X9
1,Which Way Will You Go?,GC7RYT7
26,The worlds largest matchstick tube and TB motel.,GC281V1
36,Just Around the Bend,GC7T0HX
40,Riding a Rail in LA 3,GC4Z6F0
4,Down on the Farm,GC7RVHK
28,Watch out for low flying aircraft,GC6H0DB
36,Christmas in July Commemorative,GC4JE0W
1,KBR7,GC7RVE8
28,"There's a Moose in South Carolina, really!",GC563W8
28,??????,GC32X3W
46,Tri-County Island,GC1QDEW
0,KBR6,GC332J1
42,Yellowback Mountain,GC7RY3F
0,Shop 'til You Drop,GC7TH6E
26,Davis Mill Cache,GC1R9WF
0,14942.4,GC4ZT9M
46,'THro?bak  2008 - Place of the Final Resting,GC7TH69
0,Wii Love Sports- Golf,GC7TH72
42,Hanging on the line,GC6BKGM
1,Riding a Rail in LA 2,GC436TF
2,4 Picnic Tables & A Cache,GC1PA9H
2,Beware of Bongo!,GC5P9YY
7,87A Cache,GC2ABZX
40,Past the Cats,GC4ZT92
1,“Catawba Place”,GC442AV
40,KBR1,GC4ZTAD
7,Band of Brothers Driving Tour Part 2,GC2AC26
40,"""Sports and Outdoors""",GC4ZTAJ
0,Mikell Row the Boat Ashore,GC90T5J
42,Covered Bridge and Water Wheel,GC4ZTC6
42,Beautiful Lake Toccoa,GC77VKR
0,TSGC,GC2R4GZ
0,'Tweet Me @ The Tugaloo',GC2R4HT
42,Don't Get Wet!,GC1CW92
0,F.S. 316 - Just the Beginning,GC2YXQK
42,Kailen's Cache,GC2JGF5
2,Fountain Falls Cache,GCJEG3
0,KBR8,GC913NC
2,Davis Mountain,GC7TH5W
40,KBR2,GC1809C
45,House on the Boundary,GC95XBK
49,Back Attack,GC1N0BH
0,Natures Water Bubbler,GC4RF33
49,Dothan Girl Scouts Are Forever Wild,GC15GC3
0,The Good Egg,GC371GK
0,Dandelion Soup Travel Bug Campsite and Hotel,GC17A2Y
0,Take It or Leave It,GCWNCX
49,KBR9,GC1B5JE
40,Gavman1144’s Birthday Cache,GC191E1
0,Cornbread Bridge?,GC3Y4BX
0,B.C.C. - I see double,GCZQGN
0,The grass is greener here.,GC8E2KJ
40,Above the Overlooked Abri Solace,GC1Z384
40,A little light in the dark,GC1AFQN
40,Only YOU,GC19CZN
1,Watch out for the Byrd's,GC6F72W
0,North Hicks Road Cache,GC1QDEG
45,On TØP of...,GC78D4
42,BEHIND THE SCENES,GC1JC18
0,En Route,GC164MH
40,Toccoa Falls Earthcache,GC2RZ67
0,One of four corners,GC6DBZY
0,Mill Creek,GC1NYRJ
0,What the Past Left Behind!,GCWY1P
0,Babe's Steel Magnolias,GC16RD7
0,red eyed porker,GCXP8F
40,B.C.C. - On the Way to T.R. II,GC1GK2B
1,Batters Up at Omussee,GC5CEQ1
0,Jenkins Ferry,GC1G623
40,Courthouse Cache #19 (Henry County's 1st),GC1XYCH
42,rockhopper on currahee,GC3EN8D
1,Now and Then,GC3JVD3
42,Fun at the Ferry,GC11DT1
0,Crosssin the Line into Georgia,GCWZ0H
1,Broad River Cryptography #11: Vigenère Cipher,GC5CEQG
46,Take Me to the River,GC5EYTX
1,A & C's Spring Branch Cache,GC3JVA2
49,Surprise at the T,GC1VZM2
42,1 Little Froggy,GCZQG9
0,Headland's Dirt Road Depot,GC1YW4F
40,4th of July Celebration Cache,GC2RZCN
49,Return to the Park,GCZT8H
0,Fishin' Bridge revived,GCZTAH
0,Who gives a Hoot?,GC63J40
7,Froggie,GC16RPJ
0,Welcome to Dothan,GCZFC4
0,Stephens County Caching Hideaway,GC63WVW
0,Ball Field Entrance,GCX9EN
0,Blue Ridge Horizon,GC1VZMA
0,Ranger Rick's Lookout!: Landmark Park,GC199HG
28,Overlooking the Bypass,GC2E71H
0,Rocky Creek Bridge,GCVQ5Z
49,X's Mark the Spot,GC340ZQ
0,Don't Be Koi,GC7C6Z8
0,BROKEN BRIDGE VIEW,GC31QN4
0,pack 57 cache,GC2FNM4
0,"""Nobody — calls me — chicken.""",GC38ENV
0,1st Henry County Cache (Chattahoochee Overlook),GCWNDA
0,This is a better one for PW,GC1GAKR
1,I smell bacon.,GC5CB10
2, Broad River Cryptography #10: Goldwasser–Micali,GC49G8M
40,Ode to EttaKrewe,GC4HZF8
0,They Called Stephens County Home AL  Bonus,GC10ER3
40,A GeoRace Thank You,GC34127
40,Off the Beaten Path,GC1Z37Y
40,Over the gorge d00d,GC2FNKR
40,Springtime Picnic,GC16P6D
40,Puzzled,GC4P7VE
0,Gotcha Covered,GCZPKQ
42,Peanut Proud,GCX5NG
0,The Way to the Lake,GC5E0HY
1,World's Smallest City Block,GC5CEPR
0,Love 15 30 40 Game!,GC26HJW
0,Blackwood Creek Bridge #2,GCZT8D
0,B.C.C. - Red Hollow Road,GC4F1B7
40,Comedy or Tragedy?,GC6FQ0C
0,Eastanollee Creek,GC6XJQ7
40,Here Piggy Piggy,GC498KK
40,T R L H & P Yow Park,GC2EA25
40,Especially for sailors,GC2E9ZF
0,A stone's throw from Carolina,GC91E7Q
40,Duck Dynasty,GC91HVF
0,Doc Brown's Time Capsule October 21 2015 4:29 PM,GC91E7Z
2,Take a Chance At The Mill,GC80HNA
45,Martin,GC2FC61
40,Built to last...,GC91E79
